sentence,English Translation ,Sentiment,Source,Index,index
احساس کرو بکواس نہیں,Realize no nonsense,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
آ مل جائے دونو شمون کی ترہ,Let's meet the trumpet of Shimon,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
لاگ محبت نہیں محبتیں کرنے لگتے ہیں۔,"They start making love, not love.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
آپ لوگون کے لیے تب تک خاص ہوتے ہیں جب تک ان کا آپکا متبدل نہ ملے۔,You are special to people until they find you.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
شام ہے دھواں دھواں,The evening is smoke smoke,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
زندگی ہم سے بھاگ رہی ہے اور ہم زندگی سے,Life is running away from us and we are running away from life,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
چپ چاپ بکھرنا ہے تماشا نہیں کرنا۔,"It is to scatter quietly, not to show off.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
بھت کچھ دل میں آتا ہے مگر اب کہنا نہیں آتا,"Something comes to mind, but now I can't say it",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کسی کی جان جاتی ہے کسی کا کچھ نہیں جاتا,"Some lives, some do not",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
وو شخس اپنی زید میں مجھے گنوا گیا ۔,"Wow, I lost myself in my life.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
دل کا کیا ہے وو چاہے گا مسلّل ملنا,What is the heart's desire to meet?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کیا تماشا ہا؟ کب سے جری ہے۔,What a spectacle How long has it been going on?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کس نظر کو تیرا انتظار آج بھی ہے۔,What look is waiting for you even today?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ٹوٹی ہے میری نیند مگر تم سے کیا ہے۔,"My sleep is broken, but what about you?",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کالی بلی سے دیکھتے ہیں لاگ، افسوس اپنے کالے عمل سے نہیں دھرتے۔,"Look at the log with a black cat, alas, do not stop with your black actions.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
قصے کہانیوں کی تھی تک محبت بوہت خوشصورت ہے۔,Love is very beautiful till the end of stories.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
میری مانو تو کال کر لو، انا کو مارتے وقت اپنے ساتھ لے جانا۔,"Believe me, take the call, take the ego with you when you beat it.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
سجن غریب ہووے، بیغیرت نہ ہووے ۔,"Sajjan should be poor, don't be disrespectful.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
اداسیاں دل کی زینت بن چکی ہیں۔,Sadness has become the adornment of the heart.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
ہر کسی سے کہاں ملتی ہے تبیات اپنی۔,Where do you meet everyone?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
زندگی سفر ہے، منزل نہیں۔,"Life is a journey, not a destination.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
محبت محبت چاہتی ہے مہربان نہیں۔,"Love wants love, not kindness.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
منتظر میرے ذوال کے ہیں، میرے اپنے بھی کمال کے ہیں۔,"Waiting is for my future, my own is also for perfection.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ایک کپ چائے ہم کے نام، جس کے سر میں میری واجہ سے درد رہتا ہے,"A cup of tea in our name, whose head hurts from my mouth",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
تم پر گزرے تو آہ!، ہم پر گزرے تو واہ؟,"If it happened to you, ah!, if it happened to us, wow?",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
دوبہ ہوا ہوں زہر میں، پر نہیں رہا، میں زندگی کو سہ رہا ہوں، پر جی نہیں رہا,"I am drowned in poison, but not living, I am enjoying life, but not living",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
اب بیوجا، سباب ہو، دن کو رات نہیں کرتا، فرست ملے بھی تو، کسی سے بات نہیں کرتا,"Now Beuja, for some reason, does not spend day and night, even if he meets someone, he does not talk to anyone",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
ایک لمھے میں سمت آیا ہے سادیوں کا سفر، زندگی تیز بوہت تیز چلی ہو جیسی,"In a moment, the journey of the Sadees has come to a direction, life is moving faster and faster",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
یہ جو لوگ ساتھ بیت کر ہنستے ہیں، وہ تو سانپ کی ترہ دستی ہیں,"These people who laugh together, they are snakes",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
مجھ سےمحبت کرو یا مجھ سے نفرت کرو، میں قسم کھاتا ہوں کہ یہ مجھے نہیں بنائے گا اور نہ ہی توڑے گا۔,"Love me or hate me, I swear it won't make me or break me.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
مجھےعزت دو، ڈیمیٹ کرو، یا نقصان پہنچاو۔,"Honor me, damn me, or harm me.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
میں ایسے زندہ رہوں گا جیسے کل موجود نہیں ہے۔,I will live like there is no tomorrow.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
بیبی، مجھے مل گیا، اور مجھے بس یہی ضرورت ہے۔,"Baby, I got it, and that's all I need.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
جوان رہو، ڈوپ بنو، فخر کرو۔,"Stay young, be dope, be proud.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
خواب کے بغیر زندگی بے معنی زندگی ہے۔,A life without a dream is a meaningless life.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
میں قدم اٹھانے سے نہیں ڈرتا۔,I'm not afraid to step up.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
تیار ہوکہ نہی میں آیا. کہاں ہو؟ رات جوان ہے۔,"
I did not come ready. where are you The night is young.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ہے عیاں فتنۂ تاتار کے افسانے سے پاسباں مل گئے کعبہ کو صنم خانے سے,It is clear from the myth of the Tartar sedition that the Kaaba was found in the shrine,Neutral,https://www.instagram.com/p/BwQ_AAGgScv/?utm_source=ig_web_copy_link,0,0
یہ وطن تمہارا ہے، تم ہو پاسباں اس کے.,"This country is yours, you are its guardian.",Neutral,https://www.instagram.com/p/BwQ_AAGgScv/?utm_source=ig_web_copy_link,0,0
‏اچھے لگتے ہیں ترے بعد خسارے ہم کو,Looks good after the losses to us,Negative,https://www.instagram.com/urdu_captions/?hl=en,-1,1
بیشک، میرا رب جو چاہے کر سکتا ہے۔,"Indeed, my Lord can do whatever He wills.",Neutral,https://twitter.com/urducaptions?lang=en,0,0
مسکرانے کے زمانے گزر گے صاحب,The era of smiling will pass sir,Negative,https://www.quotepoetry.com/2021/04/sad-quotes-about-love-in-urdu.html,-1,1
ٹوٹ کر چاہنا اور پھر ٹوٹ جانا,Wanting to be broken and then broken,Negative,https://www.quotepoetry.com/2021/04/sad-quotes-about-love-in-urdu.html,-1,1
کسی نے بھروسہ توڑا تو کسی نے دل,"Someone broke the trust, someone broke the heart",Negative,https://www.quotepoetry.com/2021/04/sad-quotes-about-love-in-urdu.html,-1,1
مطلب بھی تو مطلبی لوگوں کو ہوتا ہے,Meaning also happens to mean people,Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
وابستگی ہمیشہ تکلیف دہ ہوتی ہیں,Commitments are always painful,Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
اے غمِ زندگی! اس طرح تو چلنے کا ارادہ نہیں تھا,O sorrow of life! It was not intended to go like this,Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
تو شور ہے میرا، میں تیری خاموشی,"So the noise is mine, I am your silence",Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
کتنی عارضی تھی رونقیں کتنا خاموش اب یہ زمانہ ہے,"How temporary was the glory, how quiet is this age now",Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
اے دل کی خلش!  چل یوں ہی سہی,Oh heartbreak! Let it be so,Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
وقت تمھیں بتائے گا، کتنے نایاب تھے ہم,"Time will tell you, how rare we were",Negative,https://www.urdufeed.com/one-line-urdu-poetry/,-1,1
ہم حسین ترین،  امیر ترین، ذہین ترین، اور زندگی میں  ہر حوالے سے بہترین ہو کر بھی بلا آخر مر جائیں گے,"Even though we are the most beautiful, the richest, the smartest, and the best in every aspect of life, we will die endlessly",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
"درد تو روز کا تماشہ ھے, لیکن آج شدید ھے سائیں","Pain is a daily spectacle, but today it is severe",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
وقت بڑی ظالم چیز ہے یہ کلائیوں سے چوڑیاں لے جاتا ہے اور جھریاں دے جاتا ہے,"Time is a cruel thing, it takes bangles from wrists and gives wrinkles",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
"کوئی مر جائے تو صبر آجاتا ہے, بچھڑ جائے تو کیوں نہیں آتا؟","Patience comes when someone dies, why doesn't it come when someone dies?",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
وقت بہت کچھ چھین لیتا ہے خیر میری تو صرف مسکراہٹ تھی,"Time takes away a lot. Well, I only had a smile",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
میں نے لوگوں سے متاثر ہونا چھوڑ دیا کیونکہ لوگ وہ نہیں ہوتے جو نظر آتے ہیں,I stopped being impressed by people because people are not what they seem,Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
تمہیں ضرور کوئی چاہتوں سے دیکھے گا مگر وہ آنکھیں ہماری کہاں سے لائے گا؟,"Someone will definitely look at you with desire, but where will he get our eyes from?",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
دُکھ دے کر سوال کرتے ہو، تم بھی غالب کمال کرتے ہو,"Asking questions by giving pain, you also do great things",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
زندگی ایک تلخ حقیقت ہے جب تک سمجھ آتی ہے انسان کے بال سفید ہوچکے ہوتے ہیں,"Life is a harsh reality, by the time one understands, one's hair has turned white",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
انسان پیدائشی سخت دل نہیں ہوتا بلکہ زندگی کی صعوبتیں اسے پتھر دل بنا دیتی ہیں,"Man is not born with a hard heart, but the hardships of life make him hard-hearted",Negative,https://www.urdufeed.com/sad-quotes-in-urdu/,-1,1
زندگی کا ایک مقصد بنا لیجئے پھر ساری قوت اس کے حصول پر صرف کر دیں، آپ یقیناَ کامیاب ہوں گے۔,"Make a goal in life, then spend all your energy on achieving it, you will surely succeed.",Positive,https://poetryinurdu.pk/deep-urdu-quotes/,1,2
بہت سی باتیں ایسی ہوتی ہیں جن کے جواب میں ہم ٹھیک ہے کے علاوہ کچھ نہیں کہ سکتے جبکہ وہ کسی بھی طرح ٹھیک نہیں ہوتیں۔,"There are many things to which we can say no other than okay, but they are not okay at all.",Negative,https://poetryinurdu.pk/deep-urdu-quotes/,-1,1
ہر مسلے کے لیے کوئی نہ کوئی حل ضرور ہوتا ہے اور اسی حل کی موجودگی کے احساس کا نام امید ہے۔,For every problem there must be some solution and the feeling of presence of that solution is called hope.,Neutral,https://poetryinurdu.pk/deep-urdu-quotes/,0,0
باز اوقات آپ جن لوگوں کو بہت زیادہ اہمیت دے دیتے ہیں، تو ان کے نزدیک آپ کی کوئی اہمیت ہی نہیں رہتی,"Sometimes the people you care about most, don’t care about you at all.",Negative,https://poetryinurdu.pk/deep-urdu-quotes/,-1,1
زندگی میں جب کبھی ہمارا خود سے سامنا ہوتا ہے تو سمجھ آتا ہے کہ ہم نے دوسروں کی خاطر اپنا کتنا دل دکھایا ہے,"In life, when we face ourselves, we understand how much we have shown our heart for others.",Neutral,https://poetryinurdu.pk/deep-urdu-quotes/,0,0
تمھارے نفس کی بہتری کے لیے اتنا کافی ہے کہ تم ان چیزوں سے دور ہوجاؤ جو تمہیں دوسروں میں نہیں پسند,It is enough for your self-improvement to get rid of those things that you do not like in others.,Neutral,https://poetryinurdu.pk/deep-urdu-quotes/,0,0
آپ جس کے ساتھ جتنا زیادہ مخلص ہونگے وہ آپکو اتنا ہی زور دار تھپڑ مارے گا کہ آپ کی مخلصی بھی حیران رہ جاۓ گی,"The more sincere you are with the one, the more he will slap you so hard that even your sincerity will be surprised.",Negative,https://poetryinurdu.pk/deep-urdu-quotes/,-1,1
اپنی غلطی تسلیم کرنا دراصل خود کو انسان ماننا ہے کیوں کہ وہ صرف شیطان ہے جس نے آج تک اپنی غلطی تسلیم نہیں کی,To admit his mistake is actually to consider himself human because he is only Satan who has not admitted his mistake till date.,Neutral,https://poetryinurdu.pk/deep-urdu-quotes/,0,0
